,id,citation,abstract,doi,title,
299,Lemon-Gibson-Bennett-2003,"G. Lemon, W.G. Gibson & M.R. Bennett. Metabotropic receptor activation, desensitization and sequestration-I: modelling calcium and inositol 1,4,5-trisphosphate dynamics following receptor activation. Journal of Theoretical Biology 223, 1: 93-111 (2003).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper by Lemon, Gibson, and Bennett models the dynamics of calcium and inositol 1,4,5-trisphosphate (IP3) following the activation of metabotropic receptors. The paper specifically focuses on desensitization and sequestration processes after receptor activation. The authors use mathematical modeling to simulate the flux of calcium and IP3 through different channels and compartments, and discuss the implications of their findings for understanding the regulation of cellular signaling pathways.",10.1016/s0022-5193(03)00079-1,"Metabotropic receptor activation, desensitization and sequestration-I: modelling calcium and inositol 1,4,5-trisphosphate dynamics following receptor activation",
300,Lenbury-Pacheenburawana-1991,"Yongwimon Lenbury & Pariwatana Pacheenburawana. Modelling fluctuation phenomena in the plasma cortisol secretion system in normal man. Biosystems 26, 2: 117-125 (1991).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper describes a mathematical model for the secretion of the hormone cortisol in healthy individuals, taking into account the fluctuation of cortisol levels throughout the day. The authors use a system of differential equations to model the interactions between the hypothalamus, pituitary gland, and adrenal gland that control cortisol secretion. They validate the model by comparing its predictions to experimental data from cortisol measurements in healthy individuals, and show that the model accurately captures the dynamics of cortisol secretion. The model could potentially be used to study cortisol secretion in individuals with abnormal hormone regulation, and to investigate the effects of stress and other factors on cortisol levels.",10.1016/0303-2647(91)90042-j, Modelling fluctuation phenomena in the plasma cortisol secretion system in normal man,
301,Lenbury-Pornsawad-2005,"Lenbury Y & Pornsawad P. A delay-differential equation model of the feedback-controlled hypothalamus-pituitary-adrenal axis in humans. Mathematical Medicine and Biology 22, 1: 15-33 (2005).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents a mathematical model of the hypothalamus-pituitary-adrenal (HPA) axis in humans, which is responsible for the body's stress response. The model takes into account the feedback mechanism that regulates the axis and accounts for time delays between the different components. The authors demonstrate that the model accurately predicts the dynamics of the HPA axis under different conditions, including acute and chronic stress, and could be useful for studying the effects of stress on the body and developing therapies for stress-related disorders.",10.1093/imammb/dqh020, A delay-differential equation model of the feedback-controlled hypothalamus-pituitary-adrenal axis in humans,
302,Lenbury-Ruktamatakul-Amornsamarnkul-2001,"Yongwimon Lenbury, Sitipong Ruktamatakul & Somkid Amornsamarnkul. Modeling insulin kinetics: responses to a single oral glucose administration or ambulatory-fed conditions. Biosystems 59, 1: 15-25 (2001).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper proposes a mathematical model for insulin kinetics in response to a single oral glucose administration or ambulatory-fed conditions. The model takes into account factors such as glucose absorption, insulin secretion, and insulin clearance. The authors also simulated the model's predictions and compared them with experimental data, demonstrating that the model accurately reproduces insulin responses under different conditions.",10.1016/s0303-2647(00)00136-2, Modeling insulin kinetics: responses to a single oral glucose administration or ambulatory-fed conditions,
303,Li-Kuang-Mason-2006,"Jiaxu Li, Yang Kuang & Clinton C. Mason. Modeling the glucose-insulin regulatory system and ultradian insulin secretory oscillations with two explicit time delays. Journal of Theoretical Biology 242, 3: 722-735 (2006).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper proposes a mathematical model of the glucose-insulin regulatory system to capture the ultradian insulin secretory oscillations observed in experiments. The model includes two explicit time delays, one for the secretion of insulin and another for the removal of glucose, which are important for reproducing the oscillatory behavior. The authors show that the model accurately predicts the experimentally observed oscillations and provides insights into the mechanisms underlying the regulation of blood glucose levels.",10.1016/j.jtbi.2006.04.002, Modeling the glucose-insulin regulatory system and ultradian insulin secretory oscillations with two explicit time delays,
304,Lindblad-Murphey-Clark-Giles-1996,"D. S. Lindblad, C. R. Murphey, J. W. Clark & W. R. Giles. A model of the action potential and underlying membrane currents in a rabbit atrial cell. American Journal of Physiology-Heart and Circulatory Physiology 271, 4 Pt 2: H1666-H1696 (1996).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents a computational model of the electrical activity of rabbit atrial cells. It describes the mechanism of the action potential generation and the ionic currents involved, including sodium, potassium, calcium, and other channels. The model is able to replicate the electrophysiological characteristics of rabbit atrial cells and can provide insights into the mechanisms of arrhythmias and other heart diseases.",10.1152/ajpheart.1996.271.4.H1666, A model of the action potential and underlying membrane currents in a rabbit atrial cell,
305,Livshitz-Rudy-2007,"Leonid M. Livshitz & Yoram Rudy. Regulation of Ca2+ and electrical alternans in cardiac myocytes: role of CAMKII and repolarizing currents. American Journal of Physiology-Heart and Circulatory Physiology 292, 6: H2854-H2866 (2007).","Alternans of cardiac repolarization is associated with arrhythmias and sudden death. At the cellular level, alternans involves beat-to-beat oscillation of the action potential (AP) and possibly Ca(2+) transient (CaT). Because of experimental difficulty in independently controlling the Ca(2+) and electrical subsystems, mathematical modelling provides additional insights into mechanisms and causality. Pacing protocols were conducted in a canine ventricular myocyte model with the following results: 1. (I) CaT alternans results from refractoriness of the SR Ca(2+) release system; alternation of the L-type calcium current (I(Ca)(()(L)())) has a negligible effect; (II) CaT-AP coupling during late AP occurs through the sodium-calcium exchanger (I(NaCa)) and underlies APD alternans; (III) Increased Ca(2+)/calmodulin-dependent protein kinase II (CaMKII) activity extends the range of CaT and APD alternans to slower frequencies and increases alternans magnitude; its decrease suppresses CaT and APD alternans, exerting an antiarrhythmic effect; (IV). Increase of the rapid delayed rectifier current (I(Kr)) also suppresses APD alternans, but without suppressing CaT alternans. Thus, CaMKII inhibition eliminates APD alternans by eliminating its cause (CaT alternans), while I(Kr) enhancement does so by weakening CaT-APD coupling. The simulations identify combined CaMKII inhibition and I(Kr) enhancement as a possible antiar-rhythmic intervention.",10.1152/ajpheart.01347.2006, Regulation of Ca2+ and electrical alternans in cardiac myocytes: role of CAMKII and repolarizing currents,
306,Luo-Rudy-1991,"C H Luo & Y Rudy. A model of the ventricular cardiac action potential. Depolarization, repolarization, and their interaction. Circulation Research 68, 6: 1501-1526 (1991).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper proposes a detailed mathematical model of the electrical activity in the ventricles of the heart, including the process of depolarization and repolarization. It describes the interaction between different ion channels and pumps that contribute to the cardiac action potential. The model provides insights into the mechanisms of arrhythmias and can be used to simulate and study the effects of various drugs and interventions on the heart.",10.1161/01.res.68.6.1501, A model of the ventricular cardiac action potential,
307,MacGregor-Leng-2005,"D. J. MacGregor & G. Leng. Modelling the hypothalamic control of growth hormone secretion. Journal of Neuroendocrinology 17, 12: 788-803 (2005).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper discusses a mathematical model of the hypothalamic control of growth hormone secretion. It explains the physiological processes behind the secretion and regulation of growth hormone in the body, and how the hypothalamus plays a crucial role in this process. The model is built using differential equations to represent the complex interactions between the hypothalamus, pituitary gland, and other organs involved in the regulation of growth hormone. The authors also discuss the effects of different feedback mechanisms on growth hormone secretion and describe the utility of the model in predicting the response to various stimuli.",10.1111/j.1365-2826.2005.01370.x, Modelling the hypothalamic control of growth hormone secretion,
308,Mackenzie-Loo-Panayotova-Heiermann-Wright-,"Bryan Mackenzie, Donald D.F. Loo, Mariana Panayotova-Heiermann & Ernest M. Wright. Biophysical characteristics of the pig kidney Na+/glucose cotransporter SGLT2 reveal a common mechanism for SGLT1 and SGLT2. Journal of Biological Chemistry 271, 51: 32678-32683 (1996).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper investigates the biophysical properties of the pig kidney Na+/glucose cotransporter SGLT2 and its similarities to SGLT1. It finds that SGLT2 has similar kinetic properties to SGLT1 but shows some differences in sensitivity to pH changes. The study suggests that SGLT1 and SGLT2 share a common mechanism for glucose transport.",10.1074/jbc.271.51.32678,Biophysical characteristics of the pig kidney Na+/glucose cotransporter SGLT2 reveal a common mechanism for SGLT1 and SGLT,
309,Mahajan-Karma-Garfinkel-Qu-Weiss-Shiferaw-Sato-Baher-Olcese-Xie-Yang-Chen-Restrepo-2008,"Aman Mahajan, Yohannes Shiferaw, Daisuke Sato, Ali Baher, Riccardo Olcese, Lai-Hua Xie, Ming-Jim Yang, Peng-Sheng Chen, Juan G. Restrepo, Alain Karma, Alan Garfinkel, Zhilin Qu & James N. Weiss. A rabbit ventricular action potential model replicating cardiac dynamics at rapid heart rates. Biophysical Journal 94, 2: 392-410 (2008).","Mathematical modeling of the cardiac action potential has proven to be a powerful tool for illuminating various aspects of cardiac function, including cardiac arrhythmias. However, no currently available detailed action potential model accurately reproduces the dynamics of the cardiac action potential and intracellular calcium (Ca(i)) cycling at rapid heart rates relevant to ventricular tachycardia and fibrillation. The aim of this study was to develop such a model. Using an existing rabbit ventricular action potential model, we modified the L-type calcium (Ca) current (I(Ca,L)) and Ca(i) cycling formulations based on new experimental patch-clamp data obtained in isolated rabbit ventricular myocytes, using the perforated patch configuration at 35–37°C. Incorporating a minimal seven-state Markovian model of I(Ca,L) that reproduced Ca- and voltage-dependent kinetics in combination with our previously published dynamic Ca(i) cycling model, the new model replicates experimentally observed action potential duration and Ca(i) transient alternans at rapid heart rates, and accurately reproduces experimental action potential duration restitution curves obtained by either dynamic or S1S2 pacing.",10.1529/biophysj.106.98160, A rabbit ventricular action potential model replicating cardiac dynamics at rapid heart rates,
310,Maldonado-Borchers-Findeisen-Allgower-2006,"Solvey Maldonado, Steffen Borchers, Rolf Findeisen & Frank Allgower. Mathematical modeling and analysis of force induced bone growth. 2006 International Conference of the IEEE Engineering in Medicine and Biology Society 2006 (2006).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents a mathematical model for bone growth under mechanical loading. The model considers the response of bone cells to mechanical stimuli and the communication between cells. The authors use computer simulations to analyze the model and compare it to experimental data. They suggest that the model may be useful for predicting bone growth and remodeling in response to mechanical forces, which could be important for developing treatments for bone diseases such as osteoporosis.",10.1109/IEMBS.2006.260532, Mathematical modeling and analysis of force induced bone growth,
311,Maltsev-Lakatta-2009,"Victor A. Maltsev & Edward G. Lakatta. Synergism of coupled subsarcolemmal Ca2+ clocks and sarcolemmal voltage clocks confers robust and flexible pacemaker function in a novel pacemaker cell model. American Journal of Physiology-Heart and Circulatory Physiology 296, 3: H594-H615 (2009).","Recent experimental studies have demonstrated that sinoatrial node cells (SANC) generate spontaneous, rhythmic, local subsarcolemmal Ca(2+) releases (Ca(2+) clock), which occur during late diastolic depolarization (DD) and interact with the classic sarcolemmal voltage oscillator (membrane clock) by activating Na(+)-Ca(2+) exchanger current (I(NCX)). This and other interactions between clocks, however, are not captured by existing essentially membrane-delimited cardiac pacemaker cell numerical models. Using wide-scale parametric analysis of classic formulations of membrane clock and Ca(2+) cycling, we have constructed and initially explored a prototype rabbit SANC model featuring both clocks. Our coupled oscillator system exhibits greater robustness and flexibility than membrane clock operating alone. Rhythmic spontaneous Ca(2+) releases of sarcoplasmic reticulum (SR)-based Ca(2+) clock ignite rhythmic action potentials via late DD I(NCX) over much broader ranges of membrane clock parameters [e.g., L-type Ca(2+) current (I(CaL)) and/or hyperpolarization-activated (“funny”) current (I(f)) conductances]. The system Ca(2+) clock includes SR and sarcolemmal Ca(2+) fluxes, which optimize cell Ca(2+) balance to increase amplitudes of both SR Ca(2+) release and late DD I(NCX) as SR Ca(2+) pumping rate increases, resulting in a broad pacemaker rate modulation (1.8–4.6 Hz). In contrast, the rate modulation range via membrane clock parameters is substantially smaller when Ca(2+) clock is unchanged or lacking. When Ca(2+) clock is disabled, the system parametric space for fail-safe SANC operation considerably shrinks: without rhythmic late DD I(NCX) ignition signals membrane clock substantially slows, becomes dysrhythmic, or halts. In conclusion, the Ca(2+) clock is a new critical dimension in SANC function. A synergism of the coupled function of Ca(2+) and membrane clocks confers fail-safe SANC operation at greatly varying rates.",10.1152/ajpheart.01118.2008, Synergism of coupled subsarcolemmal Ca2+ clocks and sarcolemmal voltage clocks confers robust and flexible pacemaker function in a novel pacemaker cell model,
312,Marhl-Haberichter-Brumen-Heinrich-2000,"Marko Marhl, Thomas Haberichter, Milan Brumen & Reinhart Heinrich. Complex calcium oscillations and the role of mitochondria and cytosolic proteins. Biosystems 57, 2: 75-86 (2000).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper examines the role of mitochondria and cytosolic proteins in regulating complex calcium oscillations in cells. The authors propose a model that includes the interactions between calcium release channels, calcium pumps, mitochondrial calcium uptake, and cytosolic calcium-binding proteins. They argue that these interactions are critical for generating and maintaining the oscillations, and that disruptions in any of these components can lead to pathological conditions. Overall, the paper provides insights into the complex regulation of calcium signaling in cells.",10.1016/s0303-2647(00)00090-3, Complex calcium oscillations and the role of mitochondria and cytosolic proteins,
313,Martinov-Vitvitsky-Mosharov-Banerjee-Ataullakhanov-2000,"MICHAEL V MARTINOV, VICTOR M VITVITSKY, EUGENE V MOSHAROV, RUMA BANERJEE & FAZOIL I ATAULLAKHANOV. A substrate switch: a new mode of regulation in the methionine metabolic pathway. Journal of Theoretical Biology 204, 4: 521-532 (2000).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper proposes a new mode of regulation in the methionine metabolic pathway called ""substrate switch."" It suggests that the enzyme involved in the pathway, methionine synthase, can switch its substrate from homocysteine to a different molecule, allowing for greater flexibility and control in the regulation of the pathway. The authors provide experimental evidence and mathematical modeling to support their hypothesis.",10.1006/jtbi.2000.2035, A substrate switch: a new mode of regulation in the methionine metabolic pathway,
314,Martins-Mendes-Coreiro-Freire-2001,"Ana Margarida Martins, Pedro Mendes, Carlos Cordeiro & Ana Ponces Freire. In situ kinetic analysis of glyoxalase I and glyoxalase II in Saccharomyces cerevisiae. European Journal of Biochemistry 268, 14: 3930-3936 (2001).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper investigates the functionality of two enzymes, glyoxalase I and glyoxalase II, in Saccharomyces cerevisiae. The study involves using in situ kinetic analysis to determine their activity levels and shows that both enzymes play a crucial role in the detoxification of harmful metabolites in the cell. It highlights the importance of glyoxalase enzymes in the maintenance of cellular health and provides insight for potential therapeutic applications.",10.1046/j.1432-1327.2001.02304.x, In situ kinetic analysis of glyoxalase I and glyoxalase II in Saccharomyces cerevisiae,
315,Marwan-2003,"Wolfgang Marwan. Theory of time-resolved somatic complementation and its use to explore the sporulation control network in Physarum polycephalum. Genetics 164, 1: 105-115 (2003).","Mutants of Physarum polycephalum can be complemented by fusion of plasmodial cells followed by cytoplasmic mixing. Complementation between strains carrying different mutational defects in the sporulation control network may depend on the signaling state of the network components. We have previously suggested that time-resolved somatic complementation (TRSC) analysis with such mutants may be used to probe network architecture and dynamics. By computer simulation it is now shown how and under which conditions the regulatory hierarchy of genes can be determined experimentally. A kinetic model of the sporulation control network is developed, which is then used to demonstrate how the mechanisms of TRSC can be understood and simulated at the kinetic level. On the basis of theoretical considerations, experimental parameters that determine whether functional complementation of two mutations will occur are identified. It is also shown how gene dosage-effect relationships can be employed for network analysis. The theoretical framework provided may be used to systematically analyze network structure and dynamics through time-resolved somatic complementation studies. The conclusions drawn are of general relevance in that they do not depend on the validity of the model from which they were derived.",10.1093/genetics/164.1.105, Theory of time-resolved somatic complementation and its use to explore the sporulation control network in Physarum polycephalum,
316,Maurya-Bornheimer-Venkatasubramanian-Subramaniam-2005,"M.R. Maurya, S.J. Bornheimer, V. Venkatasubramanian & S. Subramaniam. Reduced-order modelling of biochemical networks: application to the GTPase-cycle signalling module. IEE Proceedings - Systems Biology 152, 4: 229 (2005).","Biochemical systems embed complex networks and hence development and analysis of their detailed models pose a challenge for computation. Coarse-grained biochemical models, called reduced-order models (ROMs), consisting of essential biochemical mechanisms are more useful for computational analysis and for studying important features of a biochemical network. The authors present a novel method to model-reduction by identifying potentially important parameters using multidimensional sensitivity analysis. A ROM is generated for the GTPase-cycle module of m1 muscarinic acetylcholine receptor, Gq, and regulator of G-protein signalling 4 (a GTPase-activating protein or GAP) starting from a detailed model of 48 reactions. The resulting ROM has only 17 reactions. The ROM suggested that complexes of G-protein coupled receptor (GPCR) and GAP – which were proposed in the detailed model as a hypothesis – are required to fit the experimental data. Models previously published in the literature are also simulated and compared with the ROM. Through this comparison, a minimal ROM, that also requires complexes of GPCR and GAP, with just 15 parameters is generated. The proposed reduced-order modelling methodology is scalable to larger networks and provides a general framework for the reduction of models of biochemical systems.",10.1049/ip-syb:20050014, Reduced-order modelling of biochemical networks: application to the GTPase-cycle signalling module,
317,McAllister-Noble-Tsien-1975,"R E McAllister, D Noble & R W Tsien. Reconstruction of the electrical activity of cardiac Purkinje fibres. The Journal of Physiology 251, 1: 1-59 (1975).","1. The electrical activity of Cardiac Purkinje fibres was reconstructed using a mathematical model of the membrane current. The individual components of ionic curent were described by equations which wee based as closely as possible on previous experiments using the voltage clamp technique. 2. Membrane action potentials and pace-maker activity were calculated and compared with time course of underlying changes in two functionally distinct outeard currents, iX1 and iK2. 3. The repolarization of the theoretical action potential is triggered by the onset of iX1, which becomes activated over the plateau range of potentials. iK2 also activates during the plateau but does not play a controlling role in the repolarization. Hwever, iK2 does govern the slow pace-maker depolarization through its subsequent deactivation at negative potentials. 4. The individual phases of the calculated action potential and their 'experimental' modifications were compared with published records. The upstroke is generated by a Hodgkin-Huxley type sodium conductance (gNa), and rises with a maximum rate of 478 V/sec, somewhat less than experimentally observed values ( up to 800 V/sec). The discrepancy is discussed in relation to experimental attempts at measuring gNa. 5. The ole of the transient outward chloride current (called igr) was studied in calculations of the rapid phase of repolarization and 'notch' configuration...",10.1113/jphysiol.1975.sp011080, Reconstruction of the electrical activity of cardiac Purkinje fibres,
318,McLean-Su-van-den-Bogert-2003,"S. G. McLean, A. Su & A. J. van den Bogert. Development and validation of a 3-D model to predict knee joint loading during dynamic movement. Journal of Biomechanical Engineering 125, 6: 864-874 (2003).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper describes the development and validation of a 3D model to predict knee joint loading during dynamic movements such as walking and running. The model incorporates biomechanical principles and takes into account the position and orientation of the joint, as well as the forces acting on it. The model was validated through a comparison of predicted and measured joint loads during various activities, and the results showed good agreement between the two. The authors believe that the model can provide valuable insights into joint loading during movement, which can aid in the design of interventions and treatments for knee-related injuries.",10.1115/1.1634282, Development and validation of a 3-D model to predict knee joint loading during dynamic movement,
319,Mears-Sheppard-Atwater-Rojas-Bertram-Sherman-1997,"Mears D, Sheppard NF Jr, Atwater I, Rojas E, Bertram R & Sherman A. Evidence that calcium release-activated current mediates the biphasic electrical activity of mouse pancreatic beta-cells. Journal of Membrane Biology 155, 1: 47-59 (1997).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper examines the electrical activity of mouse pancreatic beta-cells and presents evidence that calcium release-activated current (I(CRAC)) mediates the biphasic electrical activity observed in these cells. The authors suggest that this finding may have implications for understanding the mechanisms underlying insulin secretion in these cells.",10.1007/s002329900157, Evidence that calcium release-activated current mediates the biphasic electrical activity of mouse pancreatic beta-cells,
320,Michailova-McCulloch-2001,"Anushka Michailova & Andrew McCulloch. Model study of ATP and ADP buffering, transport of Ca(2+) and Mg(2+), and regulation of ion pumps in ventricular myocyte. Biophysical Journal 81, 2: 614-629 (2001).","We extended the model of the ventricular myocyte by Winslow et al. (Circ. Res 1999, 84:571-586) by incorporating equations for Ca(2+) and Mg(2+) buffering and transport by ATP and ADP and equations for MgATP regulation of ion transporters (Na(+)-K(+) pump, sarcolemmal and sarcoplasmic Ca(2+) pumps). The results indicate that, under normal conditions, Ca(2+) binding by low-affinity ATP and diffusion of CaATP may affect the amplitude and time course of intracellular Ca(2+) signals. The model also suggests that a fall in ATP/ADP ratio significantly reduces sarcoplasmic Ca(2+) content, increases diastolic Ca(2+), lowers systolic Ca(2+), increases Ca(2+) influx through L-type channels, and decreases the efficiency of the Na(+)/Ca(2+) exchanger in extruding Ca(2+) during periodic voltage-clamp stimulation. The analysis suggests that the most important reason for these changes during metabolic inhibition is the down-regulation of the sarcoplasmic Ca(2+)-ATPase pump by reduced diastolic MgATP levels. High Ca(2+) concentrations developed near the membrane might have a greater influence on Mg(2+), ATP, and ADP concentrations than that of the lower Ca(2+) concentrations in the bulk myoplasm. The model predictions are in general agreement with experimental observations measured under normal and pathological conditions.",10.1016/S0006-3495(01)75727-X," Model study of ATP and ADP buffering, transport of Ca(2+) and Mg(2+), and regulation of ion pumps in ventricular myocyte",
321,Miftakhov-Abdusheva-Christensen-1999,"R.N. Miftakhov, G.R. Abdusheva & J. Christensen. Numerical simulation of motility patterns of the small bowel. 1. formulation of a mathematical model. Journal of Theoretical Biology 197, 1: 89-112 (1999).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper describes a mathematical model for simulating the movement patterns of the small intestine based on a variety of important parameters, including viscosity, elasticity, and contractility. The model is designed to accurately capture the peristaltic wave patterns that are responsible for the movement of food and waste through the intestines, and includes a detailed simulation of the muscular contractions and relaxation that are necessary for these patterns to occur. Overall, the model represents an important step forward in our understanding of the complex dynamics of the small bowel, and may have important implications for understanding and treating various digestive disorders.",10.1006/jtbi.1998.0859, Numerical simulation of motility patterns of the small bowel,
322,Mijailovich-Butler-Fredburg-2000,"Srboljub M. Mijailovich, James P. Butler & Jeffrey J. Fredberg. Perturbed equilibria of myosin binding in airway smooth muscle: bond-length distributions, mechanics, and ATP metabolism. Biophysical Journal 79, 5: 2667-2681 (2000).","We carried out a detailed mathematical analysis of the effects of length fluctuations on the dynamically evolving cross-bridge distributions, simulating those that occur in airway smooth muscle during breathing. We used the latch regulation scheme of Hai and Murphy (Am. J. Physiol. Cell Physiol. 255:C86-C94, 1988) integrated with Huxley's sliding filament theory of muscle contraction. This analysis showed that imposed length fluctuations decrease the mean number of attached bridges, depress muscle force and stiffness, and increase force-length hysteresis. At frequencies >0.1 Hz, the bond-length distribution of slowly cycling latch bridges changed little over the stretch cycle and contributed almost elastically to muscle force, but the rapidly cycling cross-bridge distribution changed substantially and dominated the hysteresis. By contrast, at frequencies <0.033 Hz this behavior was reversed: the rapid cycling cross-bridge distribution changed little, effectively functioning as a constant force generator, while the latch bridge bond distribution changed substantially and dominated the stiffness and hysteresis. The analysis showed the dissociation of force/length hysteresis and cross-bridge cycling rates when strain amplitude exceeds 3%; that is, there is only a weak coupling between net external mechanical work and the ATP consumption required for cycling cross-bridges during the oscillatory steady state. Although these results are specific to airway smooth muscle, the approach generalizes to other smooth muscles subjected to cyclic length fluctuations.",10.1016/S0006-3495(00)76505-2," Perturbed equilibria of myosin binding in airway smooth muscle: bond-length distributions, mechanics, and ATP metabolism",
323,Mitchell-Schaeffer-2003,"Mitchell CC & Schaeffer DG. A two-current model for the dynamics of cardiac membrane. Bulletin of Mathematical Biology 65, 5: 767-793 (2003).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents a mathematical model for the electrical activity of cardiac cells, based on two types of ion currents: the fast inward current (I_Na) and the slow inward current (I_CaL). The authors use differential equations to describe the dynamics of membrane potential and ion concentrations, and analyze the behavior of the model under different conditions. They find that the model can reproduce many of the observed phenomena of cardiac cells, such as action potentials, refractory periods, and arrhythmias. They also show that the model can be used to understand the effects of drugs and mutations on cardiac function. Overall, the paper provides a useful tool for studying the complex dynamics of cardiac membrane and its regulation.",10.1016/S0092-8240(03)00041-7, A two-current model for the dynamics of cardiac membrane,
324,Mittler-Sulzer-Neumann-Perelson-1998,"John E. Mittler, Bernhard Sulzer, Avidan U. Neumann & Alan S. Perelson. Influence of delayed viral production on viral dynamics in HIV-1 infected patients. Mathematical Biosciences 152, 2: 143-163 (1998).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper examines the impact of delayed viral production on viral dynamics in patients infected with HIV-1. The authors propose a mathematical model that takes into account the time lag between the production of viral particles from infected cells and their release into the bloodstream. Using this model, they simulate different scenarios of viral replication and find that delayed viral production can significantly affect the dynamics of viral load in patients. The authors suggest that incorporating a time delay into mathematical models of HIV-1 infection could enhance our understanding of the virus and lead to more effective treatments.",10.1016/s0025-5564(98)10027-5, Influence of delayed viral production on viral dynamics in HIV-1 infected patients,
325,Moore-Li-2004,"Helen Moore & Natasha K. Li. A mathematical model for chronic myelogenous leukemia (CML) and T cell interaction. Journal of Theoretical Biology 227, 4: 513-523 (2004).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents a mathematical model for the interaction between chronic myelogenous leukemia (CML) cells and T cells. The model takes into account key aspects of the immune system's response to the disease, such as the role of cytotoxic T lymphocytes (CTLs) and the impact of immunosuppressive factors. The authors use numerical simulations to investigate the behavior of the model and explore the effects of different therapeutic interventions. Overall, the paper provides a useful framework for understanding the dynamics of CML and the potential impact of immunotherapies.",10.1016/j.jtbi.2003.11.024, A mathematical model for chronic myelogenous leukemia (CML) and T cell interaction,
326,Morris-Lecar-1981,"C. Morris & H. Lecar. Voltage oscillations in the barnacle giant muscle fiber. Biophysical Journal 35, 1: 193-213 (1981).","Barnacle muscle fibers subjected to constant current stimulation produce a variety of types of oscillatory behavior when the internal medium contains the Ca++ chelator EGTA. Oscillations are abolished if Ca++ is removed from the external medium, or if the K+ conductance is blocked. Available voltage-clamp data indicate that the cell's active conductance systems are exceptionally simple. Given the complexity of barnacle fiber voltage behavior, this seems paradoxical. This paper presents an analysis of the possible modes of behavior available to a system of two noninactivating conductance mechanisms, and indicates a good correspondence to the types of behavior exhibited by barnacle fiber. The differential equations of a simple equivalent circuit for the fiber are dealt with by means of some of the mathematical techniques of nonlinear mechanics. General features of the system are (a) a propensity to produce damped or sustained oscillations over a rather broad parameter range, and (b) considerable latitude in the shape of the oscillatory potentials. It is concluded that for cells subject to changeable parameters (either from cell to cell or with time during cellular activity), a system dominated by two noninactivating conductances can exhibit varied oscillatory and bistable behavior.",10.1016/S0006-3495(81)84782-0, Voltage oscillations in the barnacle giant muscle fiber,
327,Nelson-Murray-Perelson-2000,"Patrick W. Nelson, James D. Murray & Alan S. Perelson. A model of HIV-1 pathogenesis that includes an intracellular delay. Mathematical Biosciences 163, 2: 201-215 (2000).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper discusses a mathematical model of the progression of HIV-1 infection that includes an intracellular delay. The model takes into account key factors such as viral replication, immune response, and virus-host interactions. The authors show that the delay has a significant impact on viral dynamics and can be important in understanding the progression of HIV-1 infection in patients. The model can be useful in developing strategies for treatment and prevention of HIV-1.",10.1016/s0025-5564(99)00055-3, A model of HIV-1 pathogenesis that includes an intracellular delay,
328,Nelson-Perelson-1995,"George W. Nelson & Alan S. Perelson. Modeling defective interfering virus therapy for AIDS: conditions for DIV survival. Mathematical Biosciences 125, 2: 127-153 (1995).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper explores the potential of using ""defective interfering viruses"" (DIV) as a treatment for AIDS. DIV are mutations of a virus that are unable to reproduce on their own but can replicate in the presence of a parent virus. The authors develop a mathematical model to assess the effectiveness of DIV therapy in controlling HIV, taking into account various factors such as the rates of DIV production and clearance, and the potential for the virus to mutate and develop resistance to the therapy over time. The analysis suggests that DIV therapy could be effective in controlling HIV if certain conditions are met, such as ensuring that the parent virus is present at a high enough concentration for DIV replication to occur. The authors conclude that clinical trials are needed to further investigate the potential of DIV therapy for AIDS.",10.1016/0025-5564(94)00021-q, Modeling defective interfering virus therapy for AIDS: conditions for DIV survival,
